"16777216","16777471","DCH","AU","Australia","Queensland","Brisbane","APNIC and CloudFlare DNS Resolver Project","cloudflare.com","CDN","13335","CloudFlare Inc","1","-"
"3626643854","3626643865","DCH","US","United States of America","Illinois","Chicago","RCN","astound.com","DCH","6079","RCN","1","-"
"3626795362","3626795383","DCH","US","United States of America","Maryland","Lanham","RCN","astound.com","DCH","6079","RCN","1","-"
"3626817708","3626817708","PUB","US","United States of America","Maryland","Lanham","RCN","astound.com","DCH","6079","RCN","30","-"
"3627070690","3627070690","DCH","IN","India","Uttar Pradesh","Noida","E2E Networks Private Limited","e2enetworks.com","DCH","132420","282 Sector 19","1","-"
"3627465472","3627465615","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3549","Level 3 Parent LLC","1","-"
"3627729603","3627729603","DCH","US","United States of America","California","San Francisco","Google LLC","google.com","DCH","15169","Google LLC","1","-"
"3627733114","3627733115","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Google LLC","google.com","DCH","15169","Google LLC","1","-"
"3627795964","3627795967","DCH","US","United States of America","Texas","Addison","Netwolves-Stephen Gould","oneringnetworks.net","DCH","35985","One Ring Networks Inc.","1","-"
"3628176744","3628176777","VPN","US","United States of America","California","El Segundo","20 Point Networks LLC","20point.net","DCH","6079","RCN","1","-"
"3628211912","3628211913","DCH","US","United States of America","Florida","Miami","Hurricane Electric LLC","he.net","DCH","6939","Hurricane Electric LLC","1","-"
"3628223220","3628223223","DCH","US","United States of America","Minnesota","Minneapolis","Augsburg College","augsburg.edu","DCH","6939","Hurricane Electric LLC","1","-"
"3628227060","3628227063","DCH","IT","Italy","Lombardia","Milan","Siportal Srl","siportal.it","DCH","6939","Hurricane Electric LLC","1","-"
"3628703799","3628703800","VPN","US","United States of America","New York","New York City","Prefixx Inc.","prefixx.net","DCH","206092","F.N.S. Holdings Limited","1","SCANNER"
"3628748811","3628748812","PUB","US","United States of America","North Carolina","Charlotte","Colocation America Corporation","colocationamerica.com","DCH","21769","Colocation America Corporation","30","-"
"3628757744","3628757744","PUB","US","United States of America","California","Los Angeles","Colocation America Corporation","colocationamerica.com","DCH","13332","Hype Enterprises","30","-"
"3628816896","3628817151","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Colocation America Corporation","colocationamerica.com","DCH","174","Cogent Communications LLC","1","-"
"3629334301","3629334306","DCH","US","United States of America","Texas","Dallas","Internet Utilities NA LLC","netutils.io","DCH","16509","Amazon.com Inc.","1","-"
"3629406616","3629406616","DCH","US","United States of America","Arizona","Tucson","Tucson Electric Power Company","tucsonelectric.com","DCH","32297","Tucson Electric Power","1","-"
"3629494544","3629494551","DCH","US","United States of America","Florida","Lakeland","Clarke's Custom Air Inc.","level3.com","DCH","3549","Level 3 Parent LLC","1","-"
"3629615104","3629615615","DCH","US","United States of America","Virginia","Reston","VeriSign Infrastructure & Operations","verisign.com","DCH","11840","VeriSign Infrastructure & Operations","1","-"
"3630780912","3630780927","DCH","CA","Canada","Ontario","Toronto","SystemBind IT Consulting Inc","whipcord.com","DCH","19842","Whipcord Edge Data Centers Inc.","1","-"
"3630895350","3630895350","VPN","US","United States of America","New York","New York City","MOD Mission Critical","modmc.net","DCH","54103","MOD Mission Critical LLC","7","-"
"3631096632","3631096639","DCH","US","United States of America","Texas","San Antonio","BVRP Software Inc.","rackspace.com","DCH","33070","Rackspace Hosting","1","-"
"3631442799","3631442811","DCH","US","United States of America","New York","New York City","Yahoo Holdings Inc.","yahoo.com","DCH","10310","Yahoo Holdings Inc.","1","-"
"3631773696","3631774719","DCH","US","United States of America","California","Temecula","TFB Net","mythostech.com","DCH","2828","Verizon Business","1","-"
"3632196437","3632196437","DCH","US","United States of America","Washington","Liberty Lake","Redoubt Networks","redoubtnet.com","DCH","400304","Redoubt Networks","1","-"
"3632306546","3632306604","DCH","US","United States of America","Illinois","Elk Grove Village","The Constant Company LLC","constant.com","DCH","20473","The Constant Company LLC","1","-"
"3632491661","3632491665","VPN","CH","Switzerland","Zurich","Zurich","Strong Technology LLC","strongvpn.com","DCH","62651","Strong Technology LLC.","1","-"
"3632532197","3632532197","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","10","-"
"3632534032","3632534032","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","10","-"
"3632535107","3632535107","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","22","-"
"3632536192","3632536192","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","9","-"
"3632537260","3632537260","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","18","-"
"3632560267","3632560267","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","27","-"
"3632564656","3632564656","PUB","US","United States of America","New York","New York City","RCN","astound.com","DCH","6079","RCN","30","-"
"3632565784","3632565784","PUB","US","United States of America","California","Los Angeles","RCN","astound.com","DCH","6079","RCN","30","-"
"3632578859","3632578859","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","23","-"
"3632587865","3632587865","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","23","-"
"3632612460","3632612517","VPN","US","United States of America","California","El Segundo","IPNetZone","ipnetzone.com","DCH","20001","Charter Communications Inc","1","-"
"3632643072","3632643716","DCH","US","United States of America","Maryland","Lanham","RCN","astound.com","DCH","6079","RCN","1","-"
"3633060440","3633060447","DCH","US","United States of America","Nebraska","Grand Island","UnitedNebraskaBank","level3.net","DCH","3356","Level 3 Parent LLC","1","-"
"3633260415","3633260424","DCH","US","United States of America","Ohio","Cincinnati","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"3633463664","3633463671","DCH","US","United States of America","Illinois","Glenview","Coyle Asset Management","networkgci.net","DCH","16399","First Communications LLC","1","-"
"3633835890","3633835890","PUB","US","United States of America","Washington","Seattle","IPNetZone","ipnetzone.com","DCH","11404","Wave Broadband","30","-"
"3634049538","3634049538","VPN","US","United States of America","Georgia","Atlanta","MOD Mission Critical","modmc.net","DCH","54103","MOD Mission Critical LLC","23","-"
"3634293131","3634293329","DCH","US","United States of America","New Jersey","Secaucus","Interserver Inc","interserver.net","DCH","19318","Interserver Inc","1","-"
"3634661101","3634661101","PUB","US","United States of America","Pennsylvania","Allentown","RCN","astound.com","DCH","6079","RCN","30","-"
"3634891967","3634891970","VPN","US","United States of America","Texas","Austin","SuperNews","giganews.com","DCH","22363","Powerhouse Management Inc.","1","-"
"3635233004","3635233006","DCH","US","United States of America","California","Los Angeles","FASTPLANET LTD","fastplanet.com","DCH","149440","Evoxt Sdn. Bhd.","1","-"
"3635235916","3635235916","VPN","US","United States of America","New York","New York City","FASTPLANET LTD","fastplanet.com","DCH","62874","Web2Objects LLC","28","-"
"3635239616","3635239618","PUB","SY","Syrian Arab Republic","Hims","Homs","FASTPLANET LTD","fastplanet.com","DCH","210557","Houeiss and AI-Othman Internet Services LLC","30","-"
"3635243299","3635243299","PUB","MX","Mexico","Ciudad de Mexico","Mexico City","FASTPLANET LTD","fastplanet.com","DCH","396356","Latitude.sh","29","-"
"3635247175","3635247175","VPN","US","United States of America","New York","New York City","FASTPLANET LTD","fastplanet.com","DCH","62874","Web2Objects LLC","11","-"
"3635397483","3635397483","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","1","-"
"3635410624","3635410624","PUB","US","United States of America","Colorado","Denver","IPNetZone","ipnetzone.com","DCH","7459","Grande Communications Networks LLC","30","-"
"3635702528","3635702539","VPN","US","United States of America","New York","New York City","Sprious LLC","sprious.com","DCH","64267","Sprious LLC","1","-"
"3635902976","3635903055","DCH","US","United States of America","Florida","Boca Raton","BroadbandOne LLC","host.net","DCH","7381","BroadbandOne LLC","1","-"
"3635992103","3635992111","DCH","US","United States of America","Washington","Seattle","IPNetZone","ipnetzone.com","DCH","11404","Wave Broadband","1","-"
"3636047776","3636047783","DCH","US","United States of America","Arizona","Scottsdale","AllStream Business US LLC","allstream.com","DCH","7385","AllStream Business US LLC","1","-"
"3636305846","3636305870","DCH","US","United States of America","Colorado","Denver","HostUS","hostus.com","DCH","7489","HostUS","1","-"
"3636616607","3636616607","VPN","US","United States of America","Delaware","Wilmington","Steel-Axis LLC","ipv4.rent","DCH","207990","HostRoyale Technologies Pvt Ltd","5","-"
"3637000224","3637000239","DCH","US","United States of America","New York","New York City","Auerbach Grayson & Company","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"3637016530","3637016530","DCH","US","United States of America","Illinois","Chicago","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"3637037501","3637037501","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"3637040580","3637040602","DCH","US","United States of America","Texas","Houston","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"3637046511","3637046512","DCH","US","United States of America","District of Columbia","Washington","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"3637049344","3637049348","DCH","US","United States of America","Washington","Seattle","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"3637196941","3637196941","VPN","US","United States of America","Nevada","Las Vegas","Core IP Solutions LLC","hostroyale.com","DCH","136787","PacketHub S.A.","25","-"
"3637691328","3637691343","DCH","US","United States of America","California","Petaluma","AllStream Business US LLC","allstream.com","DCH","7385","AllStream Business US LLC","1","-"
"3637844580","3637844580","VPN","US","United States of America","California","San Francisco","Sprious LLC","sprious.com","DCH","64267","Sprious LLC","28","-"
"3638201907","3638201907","DCH","US","United States of America","California","Fremont","Hurricane Electric LLC","he.net","DCH","6939","Hurricane Electric LLC","1","-"
"3638230057","3638230057","DCH","US","United States of America","Virginia","Ashburn","Hurricane Electric LLC","he.net","DCH","6939","Hurricane Electric LLC","1","-"
"3638402237","3638402238","DCH","US","United States of America","New York","New York City","TINET","tinet.net","DCH","3257","GTT Communications Inc.","1","-"
"3638530432","3638530439","DCH","CA","Canada","Ontario","Toronto","Addison on Bay Ltd.","ilap.com","DCH","12059","Internet Light and Power Inc.","1","-"
"3638587831","3638587831","PUB","US","United States of America","California","San Diego","Internet Utilities NA LLC","netutils.io","DCH","401362","Host4Nerd LLC","30","-"
"3639025692","3639025692","VPN","US","United States of America","Oregon","Portland","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","26","-"
"3639027271","3639027271","VPN","US","United States of America","Washington","Seattle","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","28","-"
"3639028609","3639028609","VPN","US","United States of America","Washington","Seattle","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","28","-"
"3639030950","3639030950","VPN","US","United States of America","Washington","Seattle","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","1","-"
"3639032280","3639032280","VPN","US","United States of America","Washington","Seattle","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","20","-"
"3639317616","3639317623","DCH","US","United States of America","Georgia","Roswell","Default Services LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-"
"3639499181","3639499181","DCH","MX","Mexico","Queretaro","Queretaro","The Constant Company LLC","constant.com","DCH","20473","The Constant Company LLC","1","SCANNER"
"3639817920","3639818093","DCH","US","United States of America","Washington","Redmond","Wave Broadband","wavebroadband.com","DCH","54858","Wave Broadband","1","-"
"3639972328","3639972335","DCH","US","United States of America","Florida","Boca Raton","BroadbandOne LLC","host.net","DCH","7381","BroadbandOne LLC","1","-"
"3640027794","3640027794","PUB","PL","Poland","Mazowieckie","Warsaw","Deft.com","deft.com","DCH","20853","ETOP sp. z o.o.","30","-"
"3640297668","3640297672","DCH","US","United States of America","North Carolina","Charlotte","Flexential Colorado Corp.","flexential.com","DCH","13649","Flexential Colorado Corp.","1","-"
"3640503712","3640503751","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3549","Level 3 Parent LLC","1","-"
"3640525651","3640525651","VPN","US","United States of America","Washington","Seattle","Bunny Communications LLC","bunnycommunications.com","DCH","142622","Dream Information Laboratory","11","-"
"3640543826","3640543826","PUB","US","United States of America","New York","New York City","IPNetZone","ipnetzone.com","DCH","20001","Charter Communications Inc","30","-"
"3641082688","3641082719","DCH","DE","Germany","Hessen","Frankfurt am Main","quindata GmbH","quindata.com","DCH","3320","Deutsche Telekom AG","1","-"
"3641324588","3641324588","DCH","DE","Germany","Sachsen","Dresden","Infineon Technologies AG","infineon.com","DCH","25432","Infineon Technologies AG","1","-"
"3641494296","3641494299","DCH","BG","Bulgaria","Sofia (stolitsa)","Sofia","Green Floid LLC","greenfloid.com","DCH","59729","Route 95 LLC","1","-"
"3641569868","3641569879","DCH","SE","Sweden","Stockholms lan","Stockholm","Iver Sverige AB","iver.se","DCH","15793","Iver Sverige AB","1","-"
"3641869920","3641869935","DCH","RU","Russian Federation","Tomskaya oblast'","Kargasok","Public network in Kargasok","tomsknet.ru","DCH","2878","PJSC Rostelecom","1","-"
"3642080256","3642081023","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Combell NV","combell.com","DCH","34762","Combell NV","1","-"
"3642315440","3642315440","PUB","RU","Russian Federation","Sankt-Peterburg","Pushkin","Crelcom LLC","crelcom.ru","DCH","197960","Limited Liability Company Internet Service Provider Mega","30","-"
"3642404898","3642404901","DCH","IT","Italy","Sardegna","Oristano","Label Sistemi Tecnologici","labelsistemi.it","DCH","209353","Maurizio Giuseppe Fanari Trading As Label Sistemi Tecnologici","1","-"
"3642554392","3642554395","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","CITIC Telecom CPC Netherlands B.V.","citictel-cpc.com","DCH","3327","CITIC Telecom CPC Netherlands B.V.","1","-"
"3642654112","3642654112","DCH","GB","United Kingdom of Great Britain and Northern Ireland","Scotland","Edinburgh","Pulsant (Scotland) Ltd","pulsant.com","DCH","12703","Pulsant (Scotland) Ltd","1","-"
"3644593240","3644593240","PUB","NL","Netherlands (Kingdom of the)","Overijssel","Enschede","Hostes LLC","hostes.io","DCH","213915","Hostes Ltd","30","-"
